kaptCode,kaptName,kaptAddr,doroJuso,codeSaleNm,codeHeatNm,kaptTarea,kaptDongCnt,kaptdaCnt,kaptBcompany,kaptAcompany,kaptTel,kaptUrl,codeAptNm,codeMgrNm,codeHallNm,kaptUsedate,kaptFax,hoCnt,kaptMarea,kaptMparea60,kaptMparea85,kaptMparea135,kaptMparea136,privArea,bjdCode,kaptTopFloor,ktownFlrNo,kaptBaseFloor,kaptdEcntp,zipcode
A10026881,서울역센트럴자이아파트,서울특별시 중구 만리동2가 273 서울역센트럴자이아파트,서울특별시 중구 만리재로 175,혼합,개별난방,186288,14,1341,GS건설주식회사,만리제2지구재개발 정비사업주택조합,23629951,http://sscxi.xisnd.co.kr/,아파트,위탁관리,혼합식,20170807,23629952,1341,125964.29,641,681,19,0,91296.81,1114017400,25,25,5,31,4500
A14019001,후암미주,서울특별시 용산구 후암동 423-1 후암미주,서울특별시 용산구 후암로 71-1,분양,개별난방,16909.62,5,226,라이프주택,라이프주택,27789708, ,아파트,자치관리,복도식,19800722,27789709,226,14238,0,226,0,0,14228.28,1117010100,7,7,1,5,4325
A10020608,용산 남영역 롯데캐슬 헤리티지,서울특별시 용산구 갈월동 98-6 용산 남영역 롯데캐슬 헤리티지,서울특별시 용산구 한강대로71길 47,임대,개별난방,23739.18,1,269,롯데건설,롯데건설,27972997, ,주상복합,위탁관리,혼합식,20250528,27972996,269,21320.346,269,0,0,0,10697.2149,1117010400,24,24,4,0,
A14070901,동부센트레빌아스테리움서울,서울특별시 용산구 동자동 45 동부센트레빌아스테리움서울,서울특별시 용산구 한강대로 372,분양,중앙난방,107031.48,3,278,동부건설,동자동 제4구역 도시환경조합,27559114, ,주상복합,위탁관리,계단식,20130909,27559116,278,88753.9,0,0,116,162,40513.68,1117010700,35,35,8,14,4323
A10020656,어반허브 서울스테이션,서울특별시 용산구 서계동 100-1 어반허브 서울스테이션,서울특별시 용산구 청파로73길 36-7,임대,중앙난방,15220.11,1,265,우암건설(주),(주)에버그린플라자,27027708, ,도시형 생활주택(아파트),위탁관리,복도식,20250331,27027709,265,13694.816,265,0,0,0,5746.16,1117010800,10,10,5,3,
A43582406,적성8차,경기도 군포시 금정동 744 적성8차,,,,0,1,170, , , , ,아파트,기타,,19861205, ,0,0,170,0,0,0,7722,4141010500,1,5,0,0,
A14070301,리첸시아용산,서울특별시 용산구 원효로1가 133-3 리첸시아용산,서울특별시 용산구 백범로 341,분양,개별난방+기타,56588.12,3,260,금호건설,시디에스피에프브이원㈜,27013083,richy.apti.co.kr,주상복합,위탁관리,혼합식,20100429,27013085,260,56588.12,0,68,144,48,29647.98,1117011200,24,24,5,11,4315
A14070302,용산더프라임,서울특별시 용산구 원효로1가 41 용산더프라임,서울특별시 용산구 원효로90길 11,분양,개별난방,160844.9,3,559,동아건설,앤모드하우스,232750364, ,아파트,위탁관리,혼합식,20140217,232750366,559,76539.37,112,176,176,95,55935.483,1117011200,37,37,6,9,4315
A14006001,신창세방리버하이빌,서울특별시 용산구 신창동 102 신창세방리버하이빌,서울특별시 용산구 효창원로15길 16,분양,개별난방,23403.98,3,176,세방건설,세방건설,27031841, ,아파트,위탁관리,계단식,20050411,27031842,176,18155.477,16,160,0,0,14445.87,1117011400,15,15,1,8,4357
A14004001,한강타운,서울특별시 용산구 산천동 204 한강타운,서울특별시 용산구 새창로8길 157,분양,개별난방,29114,3,289,한진건설(주),산천시민재건축조합,232736078,hangangtown.com,아파트,위탁관리,복도식,20010222,263566078,289,17250.41,289,0,0,0,17250.41,1117011500,14,14,3,4,4358
A14004002,리버힐삼성아파트,서울특별시 용산구 산천동 193 리버힐삼성아파트,서울특별시 용산구 효창원로 17,분양,개별난방,148404.6,14,1102,삼성물산,삼성관련,232752361,member.uasis.com,아파트,위탁관리,혼합식,20010110,232752362,1102,114459.516,383,429,290,0,92477.46,1117011500,20,20,4,23,4358
A14076401,산천리버힐제2,서울특별시 용산구 산천동 194 산천리버힐제2,서울특별시 용산구 효창원로13길 7,임대,개별난방,21502.98,2,363,삼성물산,삼성물산,27145940, ,아파트,위탁관리,복도식,20010110,27145941,369,21427.89,363,0,0,0,11975.37,1117011500,20,20,2,5,4358
A10023464,sk청암대아파트,서울특별시 용산구 청암동 64-1 sk청암대아파트,서울특별시 용산구 삼개로 58,분양,,0,1,27, , ,27066926, ,아파트,,,20010726, ,0,0,0,0,0,27,6605.53,1117011600,1,14,0,0,4359
A14005001,청암자이,서울특별시 용산구 청암동 181 청암자이,서울특별시 용산구 삼개로 60,분양,개별난방,61529.33,5,170,부곡레저,GS건설,27065533, ,아파트,위탁관리,계단식,20050818,27060320,170,61529.06,0,0,0,170,34291.58,1117011600,15,15,0,6,4359
A10022232,풍전아파트,서울특별시 용산구 원효로4가 109-4 풍전아파트,서울특별시 용산구 원효로25길 14,분양,개별난방,0,4,138,확인불가,확인불가,27155600, ,아파트,자치관리,계단식,19710531,27114977,138,11517.93,0,108,30,0,11517.97,1117011800,6,6,1,0,
A14085002,원효산호,서울특별시 용산구 원효로4가 118-16 원효산호,서울특별시 용산구 원효로 66,분양,지역난방,63238.25,6,554,한양건설,한양,232723161, ,아파트,위탁관리,복도식,19770404,232723162,554,55471.324,76,167,311,0,46298.11,1117011800,12,12,0,9,4365
A14085101,원효로강변삼성스위트,서울특별시 용산구 원효로4가 178 원효로강변삼성스위트,서울특별시 용산구 원효로 40,분양,개별난방,37340.22,3,300,삼성중공업,삼성중공업,27153377, ,아파트,위탁관리,복도식,19991224,27153442,300,28590.262,151,149,0,0,21461.48,1117011800,22,22,2,6,4365
A10023858,용산데시앙포레아파트,서울특별시 용산구 효창동 288 용산데시앙포레아파트,서울특별시 용산구 효창원로 227,혼합,개별난방,55633.258,7,384,태영건설,효창제6구역주택재개발정비사업조합,27178006, ,아파트,위탁관리,혼합식,20220328,27178009,384,32297.396,295,89,0,0,24126.7417,1117011900,14,14,3,19,4311
A10025533,용산롯데캐슬센터포레아파트,서울특별시 용산구 효창동 13-2 용산롯데캐슬센터포레아파트,서울특별시 용산구 백범로 313,혼합,개별난방,72234,7,478,롯데건설,효창5구역 주택재개발정비사업조합,27156007,용산롯데캐슬센터포레.apti.co.kr,아파트,위탁관리,계단식,20190429,27156008,478,44658.582,260,206,12,0,32777.66,1117011900,22,22,4,15,4317
A10025898,용산kcc스위첸,서울특별시 용산구 효창동 286 용산kcc스위첸,서울특별시 용산구 백범로 275,분양,개별난방,31176,3,199,KCC건설,효창제4구역주택재개뱔정비조합,232752981,0,아파트,위탁관리,계단식,20180921,232752983,199,19903.33,81,118,0,0,14876.98,1117011900,18,18,3,0,4318
A14074101,효창파크푸르지오,서울특별시 용산구 효창동 274 효창파크푸르지오,서울특별시 용산구 백범로 260,분양,개별난방,46941.75,7,307,대우건설(주),효창제3구역 재개발조합,27010548,"hcprugio,apti.co.kr",아파트,위탁관리,계단식,20100831,27010549,307,31257.63,123,138,46,0,24238.53,1117011900,24,24,4,9,4355
A14074102,효창한신,서울특별시 용산구 효창동 5-145 효창한신,서울특별시 용산구 백범로45길 9-11,분양,개별난방,13303,4,120,한신공영,한신공영,27166540, ,아파트,자치관리,계단식,19871030,27166541,120,13302.66,0,78,42,0,10542.89,1117011900,1,6,0,0,
A14007001,도원삼성제2,서울특별시 용산구 도원동 25 도원삼성제2,서울특별시 용산구 새창로8길 7,임대,개별난방,37663.42,2,534,삼성물산,삼성물산,27120647,없음,아파트,위탁관리,복도식,20010803,27120746,542,26479.352,534,0,0,0,17493.84,1117012000,20,20,2,6,4354
A14007002,도원삼성래미안,서울특별시 용산구 도원동 23 도원삼성래미안,서울특별시 용산구 새창로 70,분양,개별난방,202945.67,15,1458,삼성,삼성,263524746,도원삼성래미안.apti.co.kr/,아파트,위탁관리,계단식,20010803,263524748,1458,158556.97,462,610,386,0,123754.5,1117012000,22,22,4,39,4354
A14083101,브라운스톤용산,서울특별시 용산구 용문동 90 브라운스톤용산,서울특별시 용산구 효창원로 88,분양,개별난방,29220,4,195,이수건설(주),용문구역주택재개발조합,232736384,브라운스톤용산.apti.co.kr,아파트,위탁관리,계단식,20110705,232736385,195,19912.98,78,79,38,0,15753.38,1117012100,10,10,2,10,4363
A10026183,용산지오베르크,서울특별시 용산구 문배동 17-1 용산지오베르크,서울특별시 용산구 백범로 346,분양,개별난방,14078.14,1,72,고려개발(주),(주)대안하우징,27070840, ,주상복합,위탁관리,복도식,20041230,27070843,72,5905.92,0,72,0,0,5903.88,1117012200,15,15,4,3,4368
A10027901,용산 KCC 웰츠타워,서울특별시 용산구 문배동 11-10 용산 KCC 웰츠타워,서울특별시 용산구 백범로90길 90,분양,개별난방,41585.95,2,232,(주) KCC 건설,(주)무궁화신탁,27188800, ,주상복합,위탁관리,계단식,20150327,27188810,232,41585.93,0,176,56,0,20304.16,1117012200,39,39,6,4,4315
A14010001,용산아크로타워,서울특별시 용산구 문배동 24-21 용산아크로타워,서울특별시 용산구 백범로90길 26,분양,개별난방+기타,46836,2,208,고려개발,대림산업,27158114, ,주상복합,위탁관리,혼합식,20070122,27158116,208,38753.62,0,104,104,0,21972.08,1117012200,32,32,3,5,4369
A14010002,이안용산프리미어,서울특별시 용산구 문배동 3-3 이안용산프리미어,서울특별시 용산구 청파로 213,분양,개별난방,38913.18,2,188,(주)대우자동차판매,(주)효진테크,27070924, ,주상복합,위탁관리,계단식,20070724,27070925,188,38913.18,0,47,141,0,19452.83,1117012200,34,34,5,4,4315
A14010003,용산CJ나인파크,서울특별시 용산구 문배동 24-6 용산CJ나인파크,서울특별시 용산구 백범로90다길 12,분양,개별난방,67910.25,2,280,CJ건설,선진공간,27024792, ,주상복합,위탁관리,복도식,20070702,27024793,280,54311.52,0,92,188,0,28564.9,1117012200,32,32,3,6,4369
A14009001,용산e편한세상,서울특별시 용산구 신계동 48 용산e편한세상,서울특별시 용산구 원효로 216,혼합,중앙난방,132440.73,13,867,대림산업,대림산업,27012144,yse.aptner.com/,아파트,위탁관리,계단식,20110401,27012146,867,92031.91,252,445,124,46,71064.41,1117012300,25,25,2,21,4368
A14001101,대우월드마크용산,서울특별시 용산구 한강로1가 64 대우월드마크용산,서울특별시 용산구 한강대로 211,분양,개별난방,37771.066,1,160,(주)대우건설,(주)프리즘지앤시,27903883,대우월드마크용산-아파트.apti.co.kr,주상복합,위탁관리,복도식,20071015,27903811,160,37731.01,0,0,120,40,19950.578,1117012400,37,37,6,3,4322
A14075201,용산파크자이,서울특별시 용산구 한강로1가 50-1 용산파크자이,서울특별시 용산구 한강대로 205,분양,개별난방,148969.3,3,310,GS건설,모건아담스코리아,220718113, ,주상복합,자치관리,계단식,20051223,220718118,310,69726.97,0,0,246,64,40423.73,1117012400,34,34,5,0,4322
A10021269,한강로대우아이빌,서울특별시 용산구 한강로2가 2-11 한강로대우아이빌,서울특별시 용산구 한강대로43길 13,분양,개별난방,20923,1,110,대우건설,프리즘산업개발,27951792, ,주상복합,위탁관리,복도식,20040922,27951793,110,6354.542,110,0,0,0,3365.86,1117012500,15,15,0,2,
A10023195,용산파크 이편한세상,서울특별시 용산구 한강로2가 417 용산파크 이편한세상,,분양,개별난방,23031,2,146,(주) 삼호,랜드마크 앤드 파트너,27495528, ,아파트,위탁관리,계단식,20070613,27495529,146,16968.38,0,92,54,0,13908.38,1117012500,28,28,2,3,4375
A10024333,용산 베르디움 프렌즈,서울특별시 용산구 한강로2가 426 용산 베르디움 프렌즈,서울특별시 용산구 백범로99길 40,임대,개별난방,91040,2,1086,(주)호반건설,(주)용산피에프브이,27949980, ,주상복합,위탁관리,복도식,20210305,27949981,1088,62496.887,1086,0,0,0,42029.6186,1117012500,37,37,7,14,4375
A10026719,아스테리움용산,서울특별시 용산구 한강로2가 419- 아스테리움용산,서울특별시 용산구 한강대로30길 25,분양,,89465.49,1,128,동부건설,국제빌딩 주변제3구역조합,27971690, ,주상복합,위탁관리,기타,20121214,27972380,338,38430.74,0,0,48,80,18753.96,1117012500,36,36,7,11,4386
A10026759,용산푸르지오써밋,서울특별시 용산구 한강로2가 391 용산푸르지오써밋,서울특별시 용산구 한강대로 69,분양,개별난방,47211.49,1,151,대우건설(주),용산역전면제2구역도시환경정비사업조합,27926910, ,주상복합,위탁관리,복도식,20170801,27926911,151,47211.49,0,0,63,88,21533.8365,1117012500,37,37,9,4,4378
A10026922,래미안용산아파트,서울특별시 용산구 한강로2가 422 래미안용산아파트,서울특별시 용산구 한강대로 95,분양,중앙난방,60390.098,2,195,삼성물산,용산역전면제3구역도시환경정비사업조합,27906033, ,주상복합,위탁관리,혼합식,20170531,27906044,195,60390.098,0,0,0,195,30636.01,1117012500,40,40,9,6,4378
A14001201,한강로벽산메가트리움,서울특별시 용산구 한강로2가 2-8 한강로벽산메가트리움,서울특별시 용산구 한강대로43길 8,분양,개별난방,93696.33,2,248,벽산건설,벽산건설,232158000,megatrium.apti.co.kr,주상복합,위탁관리,혼합식,20050506,232158004,248,31945.19,0,186,62,0,23292.16,1117012500,33,33,4,0,4376
A14002501,파크타워,서울특별시 용산구 용산동5가 24 파크타워,서울특별시 용산구 서빙고로 67,분양,지역난방,272512,6,888,"삼성물산,현대건설",용산공원남측 도시확경정비사업조합,27953423,PARKTOWER.co.kr,주상복합,위탁관리,계단식,20090515,27953425,888,155179.73,0,4,567,317,117044.86,1117012700,40,40,4,25,4385
A10022504,에피소드용산241,서울특별시 용산구 한강로3가 100 에피소드용산241,서울특별시 용산구 한강대로 37,임대,중앙난방,18230,1,162,한신공영,한신공영,262722250, ,아파트,위탁관리,기타,20240226,262722252,223,8948.783,162,0,0,0,5296.0401,1117012800,20,20,6,0,
A10024691,용산센트럴파크,서울특별시 용산구 한강로3가 63-70 용산센트럴파크,서울특별시 용산구 서빙고로 17,혼합,지역난방,364262.88,5,1140,효성,국제빌딩 주변 제4구역 도시환경 정비사업조합,27923679,yscentralpark.com/,주상복합,위탁관리,혼합식,20200820,27923689,1140,159602.83,194,0,868,78,113864.48,1117012800,43,43,5,21,4387
A10025626,한강로쌍용스윗닷홈아파트,서울특별시 용산구 한강로3가 89 한강로쌍용스윗닷홈아파트,서울특별시 용산구 한강대로10길 14,분양,개별난방,17595.65,2,98,남광토건,남광토건,7088716928, ,아파트,위탁관리,혼합식,20030930,27955388,98,11465.86,0,89,9,0,8460.34,1117012800,13,13,0,0,4389
A14001303,용산시티파크1단지,서울특별시 용산구 한강로3가 63-389 용산시티파크1단지,서울특별시 용산구 서빙고로 35,분양,중앙난방,126765.29,3,421,(주)대우건설,세계일보,27492689,용산시티파크1단지.apti.co.kr,주상복합,위탁관리,혼합식,20070821,27492695,421,78402.17,0,0,102,319,62339.19,1117012800,42,42,3,10,4385
A14074501,한강로우림필유,서울특별시 용산구 한강로3가 91 한강로우림필유,서울특별시 용산구 이촌로29길 21-7,분양,개별난방,19825,4,144,우림,재건축조합,27901805, ,아파트,위탁관리,계단식,20060915,27901806,144,15095.44,0,144,0,0,12160.8,1117012800,12,12,1,0,4380
